Mun_ID,nome,Area_Mun,X_Centroid_Pixel,Y_Centroid_Pixel,ID_Pixel,area_intersect_pixel_in_mun
130,Domingos Martins,1229210059.93048,-40.7500000000008,-20.4000000000001,54390,2203018.75693669
130,Domingos Martins,1229210059.93048,-40.8000000000008,-20.2000000000001,53077,28926102.601684
130,Domingos Martins,1229210059.93048,-40.7000000000008,-20.4000000000001,54391,6731116.96494246
130,Domingos Martins,1229210059.93048,-40.7500000000008,-20.2000000000001,53078,25632439.3203493
130,Domingos Martins,1229210059.93048,-41.0500000000008,-20.4000000000001,54384,26121201.6331943
130,Domingos Martins,1229210059.93048,-40.7000000000008,-20.2000000000001,53079,21486761.7432896
130,Domingos Martins,1229210059.93048,-41.1500000000007,-20.3000000000001,53726,1922136.07099242
130,Domingos Martins,1229210059.93048,-41.0000000000008,-20.4000000000001,54385,28889655.6535222
130,Domingos Martins,1229210059.93048,-41.0500000000008,-20.2000000000001,53072,667592.023365004
130,Domingos Martins,1229210059.93048,-41.1000000000008,-20.3000000000001,53727,22412196.5500716
130,Domingos Martins,1229210059.93048,-40.9500000000008,-20.4000000000001,54386,28889655.6535222
130,Domingos Martins,1229210059.93048,-41.0000000000008,-20.2000000000001,53073,4831204.97635552
130,Domingos Martins,1229210059.93048,-40.9000000000008,-20.4000000000001,54387,23006338.2915491
130,Domingos Martins,1229210059.93048,-40.9500000000008,-20.2000000000001,53074,16285636.1967497
130,Domingos Martins,1229210059.93048,-40.9000000000008,-20.2000000000001,53075,15123096.840748
130,Domingos Martins,1229210059.93048,-40.6500000000008,-20.2500000000001,53408,28751483.1298274
130,Domingos Martins,1229210059.93048,-40.6000000000008,-20.2500000000001,53409,7505926.35081519
130,Domingos Martins,1229210059.93048,-40.8500000000008,-20.3500000000001,54060,28898799.94711
130,Domingos Martins,1229210059.93048,-40.8000000000008,-20.3500000000001,54061,28358260.8238586
130,Domingos Martins,1229210059.93048,-40.8500000000008,-20.1500000000001,52748,689393.493423652
130,Domingos Martins,1229210059.93048,-40.7500000000008,-20.3500000000001,54062,17595869.4931548
130,Domingos Martins,1229210059.93048,-40.8000000000008,-20.1500000000001,52749,5084247.31328509
130,Domingos Martins,1229210059.93048,-40.7000000000008,-20.3500000000001,54063,28898799.94711
130,Domingos Martins,1229210059.93048,-40.7500000000008,-20.1500000000001,52750,2673669.55063101
130,Domingos Martins,1229210059.93048,-41.0500000000008,-20.3500000000001,54056,28898799.9471013
130,Domingos Martins,1229210059.93048,-41.0000000000008,-20.3500000000001,54057,28898799.94711
130,Domingos Martins,1229210059.93048,-40.9500000000008,-20.3500000000001,54058,28898799.94711
130,Domingos Martins,1229210059.93048,-40.9000000000008,-20.3500000000001,54059,28898799.9471188
130,Domingos Martins,1229210059.93048,-41.1000000000008,-20.3500000000001,54055,10296684.7002833
130,Domingos Martins,1229210059.93048,-40.8500000000008,-20.2500000000001,53404,28917023.4267023
130,Domingos Martins,1229210059.93048,-40.6500000000008,-20.3500000000001,54064,28898799.94711
130,Domingos Martins,1229210059.93048,-40.8000000000008,-20.2500000000001,53405,28917023.4267023
130,Domingos Martins,1229210059.93048,-40.6000000000008,-20.3500000000001,54065,22777447.8591394
130,Domingos Martins,1229210059.93048,-40.7500000000008,-20.2500000000001,53406,28917023.4267023
130,Domingos Martins,1229210059.93048,-41.0500000000008,-20.4500000000001,54712,16172290.4521708
130,Domingos Martins,1229210059.93048,-40.7000000000008,-20.2500000000001,53407,28917023.4267023
130,Domingos Martins,1229210059.93048,-40.5500000000008,-20.3500000000001,54066,278115.639447229
130,Domingos Martins,1229210059.93048,-41.0000000000008,-20.4500000000001,54713,12032425.6585898
130,Domingos Martins,1229210059.93048,-41.0500000000008,-20.2500000000001,53400,24473042.6528433
130,Domingos Martins,1229210059.93048,-40.9500000000008,-20.4500000000001,54714,6602770.28361569
130,Domingos Martins,1229210059.93048,-41.0000000000008,-20.2500000000001,53401,28822829.8494444
130,Domingos Martins,1229210059.93048,-40.9000000000008,-20.4500000000001,54715,6041552.78915967
130,Domingos Martins,1229210059.93048,-40.9500000000008,-20.2500000000001,53402,28917023.4267023
