date,id,evap,relHum,solarRad,tempMax,tempMin,winSpeed
05/12/1980,1,4.86497931644296,70.5,21.0922042080945,31.7,20.2,1.5
06/12/1980,1,4.93049761649618,73.25,23.1719217760997,29.9,19.1,1.5
07/12/1980,1,3.60263421883141,71.5,17.918526792161,32,18.5,0
08/12/1980,1,4.99165510133017,74.75,24.7806219782449,30.6,20.4,0.50000025
09/12/1980,1,4.06999312383328,71.75,19.6847702759463,32.1,19.3,0.24999975
10/12/1980,1,4.13614711803733,70,19.6904933026181,32.6,20.6,0.24999975
11/12/1980,1,5.69312526320915,68.75,25.5970025748554,33.7,20.4,1.25000025
12/12/1980,1,4.63654947706467,72.5,20.1792900815594,30.8,21.3,1.5
13/12/1980,1,2.96080179910188,76,12.0480816578732,30.5,21.5,0.75
14/12/1980,1,2.52804719808229,75.25,11.7323674032152,28.7,20.5,0
15/12/1980,1,4.43400622853272,74.25,20.5110982275743,31.6,20.6,0.75
16/12/1980,1,4.58205203123552,75.25,19.8763067825305,32.3,22.2,1.25000025
17/12/1980,1,5.37029699807701,74,24.6671366914332,31.5,21.3,1.5
18/12/1980,1,6.37252628668876,68.25,30.8950324851018,32.4,19.4,1.25000025
19/12/1980,1,5.53218102693129,72.25,26.109751289221,31.5,18.6,1.5
20/12/1980,1,5.27434924302444,70.75,27.8683696855589,31.9,18.1,0
21/12/1980,1,5.7995440717925,68.25,27.7110935291616,32.4,20,0.99999975
22/12/1980,1,5.98120211713988,64.25,28.3517616471919,33.6,21.6,0.75
23/12/1980,1,5.19599833989538,70,23.0837844294696,31.9,22.6,1.25000025
24/12/1980,1,3.81460510857721,70.25,18.6129290409776,31.6,21.6,0
25/12/1980,1,3.13304599274703,73.25,15.0991528804882,29.6,20.9,0
26/12/1980,1,3.53606436301897,69.75,17.4943901356618,31.3,19.6,0
27/12/1980,1,3.06410861922559,75.25,14.6180917741791,30.2,20.5,0
28/12/1980,1,3.78918589148986,70.5,19.0898161954495,30.6,19.6,0
29/12/1980,1,3.09567229471135,81.5,13.815792867312,28.9,20.5,0.75
30/12/1980,1,3.0121277374336,81.75,13.6536424055809,28.1,19.5,0.75
31/12/1980,1,3.67551608187443,71.25,18.6046036420601,30.2,19,0
